mkt_id,output_own_price,output_own_cost,output_comp_price,output_own_profits,output_X,output_own_share,output_own_sales,day
5349,6.77,6.04,6.75,1.4819,41.9,0.5081703,2.03,9
5029,7.06,5.98,6.98,0.6263999,76.46,0.4089254,0.58,2
7394,7.38,6.01,7.33,39.8396,31.46,0.5830919,29.08,25
7396,7.11,5.97,7.09,10.4082,50.9,0.6020208,9.13,1
7329,7.21,6.05,7.08,20.648,39.92,0.486171,17.8,25
7319,6.99,6.01,7.04,2.038399,65.3,0.5063806,2.08,13
7432,7.12,5.99,7.03,18.193,41.36,0.510945,16.1,6
7374,7.02,6.07,7.04,0.8454998,76.28,0.5042398,0.89,7
4896,6.84,6.12,6.76,0.1872001,54.32,0.2532617,0.26,26
7341,6.74,6.01,6.67,0.1240999,67.46,0.4285289,0.17,15
15555,7.25,6.03,7.24,23.6314,37.04,0.502892,19.37,19
183,6.74,6.01,6.73,1.941799,40.28,0.5346303,2.66,9
131,7.1,6.0,7.28,31.988,33.98,0.5831119,29.08,2
603,6.65,5.93,6.75,0.0648,72.14,0.4516303,0.09,1
2485,7.26,6.01,7.14,15.1625,42.44,0.4555694,12.13,28
5099,7.01,6.01,7.04,0.67,76.46,0.4885271,0.67,26
5109,7.0,5.9,7.05,2.794,65.3,0.5091097,2.54,3
2704,7.23,5.96,7.13,10.9474,43.16,0.3835893,8.62,18
2252,7.09,6.04,7.14,5.974501,53.96,0.5790421,5.69,18
7432,7.02,5.94,7.05,9.223199,52.88,0.62163,8.54,2
5099,7.15,6.12,7.06,12.2673,43.16,0.5041812,11.91,12
7075,7.07,5.98,7.04,0.6213001,75.92,0.5705481,0.57,17
2812,6.96,5.97,6.99,6.484502,54.86,0.4990816,6.55,3
7369,7.02,6.02,7.01,9.53,50.0,0.5137038,9.53,2
7341,6.7,5.96,6.75,0.1628,68.36,0.527621,0.22,19
5142,6.75,6.02,6.75,0.6716,47.3,0.4394108,0.92,14
183,6.79,5.98,6.78,0.1053,69.26,0.5527359,0.13,16
7106,6.69,5.98,6.72,0.071,72.5,0.4995867,0.1,24
13674,7.01,6.01,7.01,0.61,78.8,0.452857,0.61,24
7329,7.17,6.05,7.21,18.1104,40.64,0.5302384,16.17,8
131,6.82,5.94,6.71,1.5312,43.88,0.4347056,1.74,3
2704,7.06,6.09,7.1,7.478698,46.76,0.4009635,7.71,12
13674,6.7,5.98,6.66,0.072,66.74,0.2866277,0.1,8
7403,7.3,5.96,7.31,29.1718,31.82,0.4412294,21.77,4
5349,6.98,6.06,7.03,0.8372001,70.52,0.3593168,0.91,4
13674,6.68,6.03,6.7,1.163499,44.96,0.6014522,1.79,14
7330,6.77,6.04,6.73,1.2921,44.6,0.5432298,1.77,23
7403,7.35,5.98,7.3,14.7001,39.56,0.3930197,10.73,15
4911,7.01,5.99,6.92,1.958401,65.48,0.4941931,1.92,12
183,7.02,5.96,6.97,6.2858,50.36,0.4163385,5.93,2
150,6.99,6.04,7.07,1.4345,70.7,0.5444353,1.51,8
4911,7.16,5.98,7.2,22.6914,39.2,0.5893443,19.23,20
2704,7.22,6.04,7.15,4.0356,48.56,0.2352286,3.42,2
13777,7.25,5.93,7.23,21.6216,38.3,0.4478753,16.38,17
150,7.04,5.96,6.96,1.0152,71.06,0.5744216,0.94,11
2306,7.09,5.98,7.09,12.3432,47.66,0.5155435,11.12,11
4896,7.1,6.0,6.98,7.59,53.24,0.4737017,6.9,25
44,7.02,6.01,7.17,11.8473,44.96,0.5274008,11.73,12
7396,6.96,6.08,7.03,4.004001,57.74,0.5676843,4.55,12
4896,7.34,6.06,7.36,28.4288,32.0,0.4558663,22.21,4
5397,7.27,6.03,7.34,23.82039,36.86,0.4828713,19.21,11
15000,6.97,5.95,7.04,1.3668,67.64,0.4689752,1.34,8
7403,7.14,5.98,7.22,18.3164,39.74,0.5005254,15.79,6
7106,7.16,5.96,7.24,23.292,38.66,0.5136451,19.41,9
7403,6.75,5.97,6.72,0.0858,69.08,0.4439176,0.11,2
2812,7.18,5.91,7.21,18.2372,44.06,0.5124293,14.36,26
5404,7.1,5.92,7.16,11.0566,50.72,0.6431829,9.37,7
2812,6.72,5.97,6.78,1.665,38.66,0.4016237,2.22,24
2700,6.98,5.98,7.0,4.4,55.04,0.4264662,4.4,16
91,7.12,5.98,7.11,14.0904,45.68,0.511676,12.36,28
5099,6.67,5.98,6.77,0.0483,77.36,0.462038,0.07,21
7329,6.79,6.05,6.71,1.0508,47.3,0.5320894,1.42,24
167,7.11,5.99,7.11,21.60481,39.38,0.6316958,19.29,26
7329,6.71,6.01,6.67,2.708999,37.4,0.5127248,3.87,17
7412,6.8,5.97,6.71,0.1328001,66.02,0.4805343,0.16,14
5109,6.76,6.05,6.79,0.1207,66.02,0.4375889,0.17,8
2812,7.18,6.01,7.16,18.42749,39.38,0.4623038,15.75,13
167,7.28,6.11,7.16,17.9361,42.62,0.5577617,15.33,14
7329,7.07,6.03,7.05,9.7136,50.54,0.4893603,9.34,16
5279,7.29,5.94,7.08,10.1655,44.78,0.3410278,7.53,21
7187,7.13,5.95,7.17,22.8684,33.62,0.4367386,19.38,11
7187,6.58,5.87,6.82,0.1136,70.7,0.5488831,0.16,10
7106,7.0,6.04,7.04,0.8736001,75.2,0.4713508,0.91,28
164,7.06,5.95,7.11,11.0112,47.84,0.4942532,9.92,4
5397,6.75,6.13,6.72,4.091999,32.0,0.4869876,6.6,27
5029,7.03,6.03,6.98,3.48,61.16,0.5445436,3.48,7
5371,7.11,5.96,7.1,9.0045,49.82,0.4756689,7.83,20
7396,7.22,6.07,7.13,25.38049,34.7,0.4884591,22.07,26
4887,7.15,5.98,7.18,11.7117,42.26,0.3743155,10.01,6
4896,6.62,6.01,6.66,0.1158999,66.92,0.4321898,0.19,2
13777,7.06,5.98,7.06,0.5723999,73.76,0.3792588,0.53,4
2700,7.1,5.93,7.15,5.499,55.76,0.4611303,4.7,9
4896,7.1,6.02,7.11,8.2512,52.52,0.539413,7.64,21
154,7.17,6.0,7.14,13.7709,41.36,0.4664575,11.77,29
7394,7.18,5.98,7.16,21.852,39.2,0.5421922,18.21,27
5349,7.1,5.94,6.94,1.2296,72.5,0.4853722,1.06,21
7075,7.08,5.95,7.18,13.0289,38.66,0.4003842,11.53,1
7374,6.66,5.99,6.67,0.1474,67.46,0.4948025,0.22,1
2700,7.05,6.03,7.03,3.2028,55.94,0.3428394,3.14,14
5279,7.04,5.93,7.05,5.5944,57.56,0.5651552,5.04,21
7106,7.11,6.01,7.11,10.494,50.0,0.4985559,9.54,29
5109,7.07,6.04,7.04,1.1227,62.06,0.2548291,1.09,15
5371,6.74,6.03,6.81,0.4756997,51.62,0.5237716,0.67,29
2252,7.07,6.04,6.99,2.811901,64.76,0.5077634,2.73,15
91,7.17,6.01,7.16,20.5552,39.2,0.4674735,17.72,21
7393,6.74,5.95,6.7,0.9006,45.14,0.4182607,1.14,6
7393,7.22,5.99,7.21,19.6923,41.54,0.5756776,16.01,27
2261,7.04,5.98,6.98,5.2152,56.84,0.454129,4.92,23
7106,6.67,5.98,6.69,3.7053,32.54,0.4367008,5.37,3
183,7.04,5.9,7.03,3.648,61.52,0.4746535,3.2,31
78,7.1,5.97,7.03,13.8086,47.48,0.6043102,12.22,10
7412,6.7,5.98,6.67,0.1799999,63.32,0.4094524,0.25,17
7329,7.15,6.01,7.3,21.8766,33.26,0.4174923,19.19,12
2812,6.74,6.11,6.68,0.0252,78.26,0.4173497,0.04,4
5279,6.71,5.95,6.72,0.0684,73.58,0.454336,0.09,2
7412,6.68,5.97,6.78,0.0284,78.8,0.5304496,0.04,27
13777,6.98,5.93,7.06,4.378501,58.46,0.5180128,4.17,13
7412,6.8,6.02,6.73,0.0936,72.86,0.5067891,0.12,7
7389,6.96,5.92,7.05,13.988,46.4,0.60457,13.45,10
2290,7.02,6.07,7.01,6.516999,53.96,0.522518,6.86,10
603,7.07,5.92,6.99,3.404,61.7,0.4331084,2.96,5
5404,6.98,5.99,6.99,1.2969,69.8,0.5101263,1.31,8
2704,7.03,5.95,7.08,1.0152,73.04,0.6013078,0.94,12
154,7.19,5.97,7.24,25.01001,39.92,0.6224068,20.5,21
7331,7.33,5.99,7.26,27.1886,31.64,0.4178505,20.29,4
7330,6.71,5.98,6.71,2.2703,39.2,0.5631524,3.11,24
7369,6.96,5.96,7.02,1.16,73.76,0.5155606,1.16,17
7432,6.75,6.0,6.75,3.645,31.64,0.4116686,4.86,26
167,7.16,5.93,7.15,18.204,40.82,0.4426232,14.8,26
4911,6.66,6.05,6.71,0.0915,70.7,0.555341,0.15,23
4911,6.84,5.96,6.7,2.9304,32.54,0.3794598,3.33,6
78,7.07,5.84,7.07,4.8339,57.02,0.4385932,3.93,6
3875,7.3,6.0,7.38,30.70601,32.54,0.4743759,23.62,10
154,6.76,5.96,6.82,0.184,60.08,0.4684515,0.23,29
5142,7.11,6.0,7.07,10.6782,46.4,0.4331385,9.62,28
7187,6.98,6.04,7.04,4.9068,51.62,0.4422448,5.22,10
154,7.05,5.94,7.04,3.307801,59.0,0.383927,2.98,19
13674,7.13,5.91,7.15,12.5416,44.6,0.4349461,10.28,22
5371,7.05,6.08,7.11,2.725701,56.3,0.4025491,2.81,23
2700,7.04,6.03,7.02,0.2928999,76.64,0.3662771,0.29,26
7187,6.99,5.96,6.98,2.698599,64.4,0.5252115,2.62,17
78,6.71,5.99,6.65,0.1512001,64.94,0.427767,0.21,17
2261,7.11,6.03,7.12,0.6696,71.06,0.3302834,0.62,11
7329,7.28,6.03,7.2,24.5,36.14,0.6154775,19.6,11
7370,7.12,6.01,6.97,0.6992998,79.16,0.4965318,0.63,2
4896,6.76,6.03,6.78,0.5402,54.14,0.5462627,0.74,13
7330,6.66,5.99,6.71,0.0603,71.6,0.3814625,0.09,7
154,7.29,5.91,7.32,33.1614,32.36,0.4994562,24.03,12
7319,7.25,6.02,7.28,33.3084,34.16,0.5734238,27.08,12
7389,7.07,6.04,6.98,6.911302,51.26,0.410073,6.71,4
7075,6.6,5.98,6.84,0.062,73.94,0.5560186,0.1,4
13674,6.71,5.99,6.66,0.5040002,53.6,0.5374102,0.7,26
2485,7.0,6.02,6.97,1.0584,73.22,0.5229931,1.08,31
7396,6.57,5.97,6.76,0.3240002,57.38,0.5326799,0.54,13
7187,7.33,6.01,7.35,36.03599,31.64,0.5090533,27.3,31
13777,6.73,6.02,6.73,0.142,68.72,0.5953438,0.2,21
7394,7.2,6.06,7.2,23.484,37.76,0.557157,20.6,24
7412,7.01,5.96,7.13,5.103001,56.84,0.5603513,4.86,14
7369,6.94,6.0,7.05,1.4382,71.78,0.6661024,1.53,2
7187,7.24,6.01,7.22,10.6887,45.5,0.4126175,8.69,28
7403,6.84,6.09,6.74,3.6075,32.54,0.5236524,4.81,23
7374,6.76,6.02,6.73,1.990601,39.56,0.4799308,2.69,14
15000,7.18,5.98,7.17,16.332,44.78,0.5557833,13.61,26
5404,7.11,6.03,7.13,17.2476,42.44,0.5034456,15.97,8
91,6.75,6.02,6.78,2.2046,36.14,0.5309544,3.02,24
15000,7.02,5.99,6.99,2.0188,63.14,0.3987677,1.96,13
4887,6.8,6.09,6.75,0.2059,60.98,0.4805843,0.29,25
2261,7.05,6.03,7.15,7.4052,51.44,0.6104899,7.26,17
164,6.77,6.05,6.83,0.1008,70.16,0.6391584,0.14,9
7393,7.02,6.05,6.99,1.9885,63.5,0.4046507,2.05,13
7187,6.62,5.96,6.73,0.1122,70.16,0.4799429,0.17,7
7330,6.71,5.95,6.66,0.9956003,48.56,0.6004915,1.31,6
7331,6.74,5.92,6.71,1.312,45.5,0.4605847,1.6,24
15000,6.7,6.07,6.7,2.198699,39.2,0.6022746,3.49,24
154,7.04,6.06,7.03,7.2226,54.14,0.6053226,7.37,23
2704,6.76,6.05,6.67,0.1917,63.32,0.4660566,0.27,15
164,6.7,6.02,6.74,1.258,41.9,0.4674662,1.85,10
7370,7.11,6.08,7.25,13.6887,41.72,0.4568161,13.29,28
78,7.06,5.88,6.95,0.2124,84.02,0.2777091,0.18,24
7075,6.95,6.01,7.06,0.8177996,75.38,0.5199264,0.87,28
5404,7.08,6.05,6.96,5.252998,55.4,0.5902697,5.1,18
7331,7.01,6.04,7.0,0.4462001,80.96,0.485437,0.46,23
7412,7.24,5.93,7.31,30.4313,33.98,0.4995016,23.23,18
5349,7.14,5.96,7.12,8.106599,52.34,0.548231,6.87,9
7329,7.17,6.06,7.16,18.1596,39.56,0.4843864,16.36,5
7396,7.38,6.02,7.37,29.5392,32.54,0.4447251,21.72,17
7319,7.12,6.0,7.19,36.1648,32.36,0.6504559,32.29,5
5029,6.67,5.95,6.76,1.1304,47.84,0.5247918,1.57,27
5404,6.98,5.99,6.96,0.6732002,72.86,0.3774537,0.68,30
7075,7.1,6.02,7.12,7.873199,53.24,0.5253291,7.29,21
2704,6.73,5.99,6.68,0.4588002,52.34,0.4665174,0.62,27
7394,7.18,5.99,7.01,7.1876,52.34,0.5440971,6.04,19
5142,6.72,5.97,6.72,2.4675,39.74,0.525683,3.29,17
7432,6.73,6.0,6.66,1.4527,37.4,0.3291737,1.99,10
7393,7.38,6.04,7.13,34.1164,33.44,0.5977028,25.46,28
7330,6.8,6.0,6.69,0.6800002,51.26,0.4654221,0.85,28
7393,7.33,5.94,7.51,30.3993,28.22,0.4051813,21.87,24
7432,7.21,6.05,7.07,5.544799,53.24,0.3959151,4.78,29
5349,6.92,6.0,7.05,0.7084001,78.8,0.533261,0.77,18
167,6.98,6.06,6.95,0.9568,71.06,0.4923415,1.04,17
7412,7.0,5.97,6.97,3.007601,63.68,0.4799182,2.92,27
7369,7.01,5.98,7.06,2.729501,63.14,0.4831386,2.65,27
78,6.69,5.97,6.64,0.2880001,62.06,0.4967627,0.4,8
7432,7.12,6.03,7.1,9.166897,48.92,0.4706614,8.41,6
7106,7.26,6.02,7.21,23.5724,35.24,0.4492015,19.01,2
2704,7.01,5.99,7.09,0.5406002,80.24,0.5002925,0.53,4
7341,6.96,5.95,6.95,0.5757001,77.9,0.4105615,0.57,5
7370,6.81,6.03,6.79,4.204198,31.46,0.4564107,5.39,27
4887,6.99,6.01,7.04,0.9505996,74.12,0.4798702,0.97,18
15000,7.03,5.94,6.95,4.327301,60.26,0.5576198,3.97,11
150,7.16,6.06,7.1,9.712999,45.86,0.4745017,8.83,28
150,7.08,6.01,7.16,18.18999,43.16,0.576174,17.0,13
78,7.07,5.98,7.0,2.921201,61.88,0.4331469,2.68,3
78,7.14,5.98,7.28,21.3324,40.1,0.5437992,18.39,3
7369,6.95,6.0,7.05,0.8169999,74.84,0.5400544,0.86,27
7370,6.75,6.01,6.68,2.789799,32.36,0.4316853,3.77,12
2700,7.0,6.01,7.03,0.6335998,79.34,0.7024455,0.64,5
91,7.18,5.91,7.24,34.417,34.88,0.6057439,27.1,2
7330,7.13,5.99,7.01,1.4592,67.82,0.46593,1.28,22
2261,7.19,5.98,7.2,25.0712,37.58,0.5336673,20.72,30
5371,6.95,6.01,6.99,0.4887998,79.52,0.4827052,0.52,26
5279,7.29,5.95,7.24,27.8184,35.24,0.6400501,20.76,26
7187,7.06,5.97,7.01,2.0056,64.04,0.4933352,1.84,12
5100,6.67,5.94,6.67,0.7373,53.06,0.6434063,1.01,6
2700,7.21,5.91,7.23,24.609,39.56,0.6276756,18.93,24
15000,7.17,5.93,7.24,16.5664,39.2,0.4199166,13.36,13
7329,7.04,6.0,6.92,1.4352,70.88,0.4720259,1.38,30
2261,7.22,6.01,7.08,27.24919,35.24,0.5083838,22.52,10
7370,7.03,6.0,7.07,1.5347,71.06,0.5944728,1.49,6
150,7.1,6.04,7.01,1.113,72.32,0.5272841,1.05,31
4896,7.22,6.0,7.38,27.2548,31.46,0.458481,22.34,24
150,6.67,6.03,6.72,1.3504,42.08,0.510748,2.11,15
13674,6.81,5.99,6.79,0.9512002,49.28,0.5915336,1.16,24
5142,7.01,6.03,6.98,3.7436,60.8,0.4768824,3.82,13
78,6.82,6.1,6.74,0.0792,70.34,0.5241483,0.11,1
7329,6.78,5.99,6.77,3.973702,32.0,0.5430084,5.03,27
2700,7.28,6.01,7.23,22.3901,37.76,0.4677977,17.63,17
7187,7.07,5.98,7.03,6.136701,51.26,0.4915259,5.63,2
4911,7.18,6.03,7.19,19.02099,41.0,0.5537017,16.54,5
183,6.77,6.01,6.7,0.8207998,48.74,0.4099703,1.08,6
78,7.06,6.0,6.98,2.6288,58.64,0.4180696,2.48,28
3875,7.07,6.05,7.03,2.0094,66.56,0.5137172,1.97,3
13674,7.13,6.1,7.17,25.82211,33.44,0.5938265,25.07,11
183,7.09,5.97,7.09,6.036802,56.84,0.652239,5.39,10
7187,7.19,6.03,7.16,17.1216,40.64,0.4880953,14.76,14
7403,6.98,6.05,7.0,10.6113,48.74,0.5085504,11.41,26
3875,6.65,5.94,6.7,0.0781,74.3,0.6696832,0.11,18
5279,6.78,6.07,6.74,2.3288,36.14,0.4644518,3.28,1
15555,6.97,5.97,7.08,1.12,69.62,0.4796873,1.12,7
78,6.62,5.91,6.72,0.0426,79.7,0.5459415,0.06,29
3875,7.07,6.06,7.03,1.8079,68.72,0.5790647,1.79,2
91,7.28,6.01,7.34,22.2377,35.06,0.4162629,17.51,4
7329,7.02,5.99,6.96,1.5656,70.7,0.4933696,1.52,12
7369,7.22,5.98,7.06,9.944798,46.22,0.5034998,8.02,28
7330,7.14,6.0,7.16,13.68,42.8,0.4685728,12.0,25
7341,7.09,5.95,7.05,7.820403,53.78,0.4891922,6.86,2
164,7.05,6.01,7.01,5.6056,55.04,0.5214511,5.39,1
7341,7.09,5.96,7.09,9.107801,47.3,0.3879955,8.06,29
5371,7.16,5.97,7.21,19.2185,42.8,0.5499226,16.15,15
78,7.34,5.99,7.32,35.88301,32.0,0.5366904,26.58,5
154,7.11,5.94,7.22,16.9533,41.18,0.5053113,14.49,18
2252,6.7,6.02,6.66,0.2107999,63.32,0.5632663,0.31,19
4887,7.04,6.12,7.05,0.8740001,72.68,0.4776017,0.95,6
13777,6.74,6.01,6.8,1.416199,39.92,0.4160213,1.94,16
7374,7.06,5.96,7.11,15.389,41.0,0.448986,13.99,1
5029,6.8,6.05,6.71,4.905,31.46,0.511934,6.54,26
7370,7.12,6.01,7.04,9.645897,48.92,0.5798408,8.69,8
5371,7.07,6.06,7.2,12.3321,43.52,0.4651126,12.21,16
131,7.04,6.02,7.05,2.448,65.48,0.6230041,2.4,20
15000,7.0,5.87,7.05,5.311,53.24,0.4600603,4.7,21
7403,6.74,5.99,6.79,3.765,35.06,0.5482415,5.02,28
5279,7.2,6.02,7.23,31.3998,34.7,0.5547426,26.61,13
7393,7.17,6.07,7.33,26.004,30.92,0.4744338,23.64,3
2704,7.0,5.99,6.94,0.9393002,74.12,0.4478479,0.93,12
2306,6.7,5.99,6.73,0.0639,73.76,0.5296624,0.09,3
5100,7.14,5.98,7.27,22.2372,39.56,0.6178157,19.17,15
2704,6.61,6.01,6.78,2.316,38.48,0.5626946,3.86,17
7396,6.68,5.95,6.8,1.971,39.2,0.4877676,2.7,21
2252,7.04,5.93,7.16,10.4451,49.82,0.5400997,9.41,29
603,7.11,5.99,7.04,13.0816,45.32,0.4786033,11.68,4
7330,7.19,6.09,7.04,9.987999,48.56,0.6368344,9.08,6
13674,7.28,6.02,7.31,30.70621,34.34,0.5579914,24.37,5
7389,7.0,5.93,6.92,0.6313001,80.42,0.601152,0.59,27
2700,6.9,6.01,7.02,0.8276999,71.24,0.4266113,0.93,12
2306,6.74,6.08,6.81,4.540799,32.0,0.5281912,6.88,3
91,6.95,5.92,7.07,1.4523,68.36,0.5621805,1.41,4
2252,7.3,6.04,7.18,23.6376,36.32,0.4857435,18.76,8
15000,7.09,5.96,7.04,13.1306,47.84,0.5172532,11.62,15
44,7.1,5.99,7.29,31.7793,33.8,0.5427551,28.63,10
7341,7.02,5.94,7.0,0.6804,77.72,0.513433,0.63,18
7106,6.73,5.98,6.7,0.0375,81.5,0.5706701,0.05,30
7369,6.9,5.97,6.95,1.2927,65.66,0.5509729,1.39,16
13777,6.72,6.01,6.71,0.2768998,59.72,0.4928745,0.39,21
5279,6.68,5.92,6.69,0.2279999,62.96,0.5281962,0.3,14
7374,7.06,5.94,7.02,12.0736,46.58,0.5756353,10.78,28
7396,7.52,6.0,7.3,40.1888,27.14,0.4960948,26.44,23
7369,6.81,6.06,6.67,2.7675,34.7,0.3959849,3.69,24
78,6.69,5.96,6.73,1.8104,43.52,0.5027345,2.48,9
7432,7.15,6.01,7.26,16.7352,38.12,0.4427417,14.68,12
5099,6.93,5.98,7.04,2.261,64.58,0.4637616,2.38,12
5100,6.6,5.97,6.71,0.0126,90.32,0.5166569,0.02,30
5349,6.92,6.03,6.97,0.9433998,69.44,0.3804096,1.06,16
7341,7.01,5.99,6.89,1.968601,66.2,0.5310183,1.93,17
2252,6.97,6.03,7.05,0.3853998,82.4,0.6321957,0.41,24
5371,6.95,6.01,6.99,1.080999,74.66,0.5236515,1.15,23
5397,7.01,6.09,7.04,0.4508,78.08,0.446747,0.49,5
7331,7.33,6.0,7.35,34.4869,31.82,0.5574437,25.93,6
2261,7.05,5.99,7.05,0.6466002,79.34,0.6964181,0.61,23
7369,7.09,5.97,7.07,3.012801,64.58,0.5094975,2.69,13
2252,7.0,5.98,6.98,3.6516,59.36,0.605674,3.58,12
5100,7.0,6.06,7.11,2.6884,64.04,0.5245786,2.86,17
44,7.12,5.94,7.16,19.352,41.9,0.5501068,16.4,5
91,7.08,5.96,7.02,7.335999,51.98,0.5111594,6.55,11
5142,7.03,5.99,7.03,1.185601,72.14,0.5029413,1.14,12
5100,7.0,5.96,7.02,0.364,83.48,0.4876488,0.35,3
3875,6.72,6.01,6.68,0.1916999,60.08,0.4309955,0.27,22
2252,7.07,6.01,6.99,0.7208,73.4,0.3571079,0.68,18
7374,7.07,6.0,7.08,7.051301,50.72,0.4522818,6.59,4
7403,7.04,5.99,7.05,5.922001,55.94,0.5765321,5.64,6
7369,6.74,6.03,6.73,0.1703999,65.66,0.5975018,0.24,14
91,7.13,5.99,7.15,13.4748,43.88,0.4416128,11.82,4
5371,7.05,5.89,7.06,2.911601,61.16,0.4119652,2.51,13
2485,7.0,5.98,7.07,1.938,65.48,0.5541894,1.9,10
15000,7.04,6.03,7.05,1.828099,63.32,0.3848607,1.81,20
15555,6.95,6.07,7.04,3.493599,61.34,0.5519865,3.97,24
2306,7.19,6.03,7.09,18.5832,41.72,0.4771195,16.02,14
5109,7.36,5.98,7.39,31.8366,35.96,0.5944748,23.07,6
5397,7.21,6.11,7.04,6.237,54.86,0.5567498,5.67,2
164,6.71,5.98,6.71,0.292,59.0,0.4962172,0.4,12
5109,7.2,6.0,7.09,32.04,33.44,0.5434041,26.7,2
167,7.21,5.96,7.29,23.125,37.76,0.4868222,18.5,31
5142,7.14,6.15,7.05,9.444598,42.08,0.3271385,9.54,19
15000,6.74,6.02,6.78,0.1368,65.3,0.5757667,0.19,13
154,7.3,6.03,7.39,35.1409,32.72,0.6293113,27.67,9
5029,7.18,6.0,7.26,17.7944,40.46,0.4548758,15.08,18
2485,6.78,6.06,6.76,0.4608002,51.98,0.474284,0.64,5
5100,6.71,5.99,6.81,0.0432,80.42,0.5081391,0.06,4
167,6.77,6.07,6.79,0.035,75.38,0.3244564,0.05,14
13674,7.01,5.97,6.98,0.6136003,80.96,0.526238,0.59,28
4887,6.68,6.0,6.65,0.7139998,48.38,0.5312878,1.05,28
5404,6.79,5.98,6.7,1.0773,48.2,0.5953789,1.33,12
5100,6.9,6.07,6.93,0.9046999,73.22,0.5861365,1.09,9
7319,6.87,5.97,7.03,0.756,72.86,0.4535521,0.84,7
4887,7.25,6.04,7.29,21.5138,37.94,0.5061147,17.78,18
7403,6.98,5.96,6.98,1.3056,71.06,0.4414574,1.28,26
183,6.97,5.96,6.99,0.4948999,80.78,0.4950733,0.49,29
44,6.72,6.02,6.72,1.442,44.06,0.5829619,2.06,8
7412,7.08,6.0,7.08,6.75,54.5,0.5075101,6.25,16
44,6.74,6.02,6.75,0.0432,78.08,0.4692204,0.06,29
154,6.76,6.04,6.65,2.052001,38.48,0.4389699,2.85,15
603,7.25,6.03,7.22,16.6896,44.06,0.6255232,13.68,26
7393,7.07,5.97,7.25,19.96501,36.68,0.4699134,18.15,31
7331,6.96,5.97,6.95,1.0692,73.94,0.5400702,1.08,30
7412,7.17,5.97,7.23,14.016,43.34,0.4778284,11.68,22
15555,7.05,5.95,6.97,1.551,68.54,0.485376,1.41,10
7370,7.08,5.97,7.04,4.373401,59.0,0.4613318,3.94,27
167,7.04,5.99,6.92,0.6300001,78.62,0.4367864,0.6,23
603,7.04,5.94,7.09,9.966,51.8,0.5673018,9.06,15
2700,7.16,5.99,7.29,28.0332,34.16,0.4970383,23.96,17
5099,7.16,6.01,7.18,29.54349,34.16,0.5446816,25.69,18
5404,7.12,6.04,7.03,8.6508,50.72,0.4557524,8.01,28
7412,7.35,6.08,7.23,28.3591,32.18,0.5302194,22.33,6
150,7.0,6.03,6.95,2.0952,65.48,0.4698493,2.16,23
7319,7.4,6.02,7.25,37.3704,30.92,0.5319008,27.08,22
2261,6.76,6.01,6.81,0.105,69.62,0.5043197,0.14,16
2812,7.04,5.94,7.09,3.586,61.88,0.5859318,3.26,17
5371,6.7,5.99,6.77,3.5642,32.54,0.4611988,5.02,24
5404,7.1,6.08,7.06,2.2338,64.76,0.5214286,2.19,13
2812,7.18,6.03,7.2,15.55949,40.1,0.5395151,13.53,14
7396,7.3,5.94,7.29,36.6928,31.82,0.495325,26.98,15
5279,7.14,5.99,7.21,15.318,44.06,0.5934888,13.32,27
5404,6.77,5.97,6.74,3.088001,32.0,0.3696679,3.86,27
13777,7.09,6.01,7.11,6.642,51.98,0.4984062,6.15,17
2812,6.74,6.03,6.68,0.0497,75.74,0.4058045,0.07,1
7374,7.03,5.88,7.09,8.199501,47.84,0.5326478,7.13,3
5099,6.73,6.0,6.76,0.146,68.9,0.5545912,0.2,16
131,6.97,5.96,7.04,0.5352998,76.82,0.3970367,0.53,10
15555,7.11,6.0,6.98,4.750801,55.22,0.4069638,4.28,24
7330,6.68,5.95,6.78,1.679,42.62,0.4938302,2.3,13
44,7.21,5.98,7.24,19.9014,41.18,0.542336,16.18,13
4896,7.31,6.0,7.16,25.8201,33.26,0.4023068,19.71,18
2812,7.15,5.92,7.07,5.4612,58.1,0.6262483,4.44,17
4896,7.13,5.97,7.12,12.9572,46.22,0.6041769,11.17,22
167,7.07,6.01,7.22,25.069,38.84,0.6479132,23.65,13
4911,6.75,6.09,6.71,0.7985998,46.4,0.3847605,1.21,3
5099,7.15,5.97,7.19,18.762,42.98,0.6626466,15.9,14
183,7.25,6.01,7.19,21.5016,39.56,0.4740368,17.34,19
7075,6.71,6.0,6.7,0.071,72.5,0.459353,0.1,2
91,7.12,6.03,7.19,19.30389,38.12,0.4544092,17.71,31
2700,6.71,5.99,6.71,0.4248001,52.7,0.5000978,0.59,6
7319,6.66,5.94,6.64,0.8639998,49.46,0.4689512,1.2,6
2704,6.76,6.03,6.78,1.9564,39.02,0.561504,2.68,16
7403,7.27,6.0,7.21,35.4965,32.72,0.539794,27.95,18
7394,7.05,5.91,7.07,6.315602,55.04,0.4794821,5.54,10
7075,6.73,5.99,6.74,2.160801,41.0,0.546945,2.92,16
7389,7.02,6.01,7.03,1.4746,67.82,0.4992688,1.46,18
13777,7.09,5.94,6.99,2.99,63.32,0.6022511,2.6,1
7374,6.68,5.96,6.72,0.1656,59.18,0.3325114,0.23,28
7075,6.67,5.88,6.72,5.0718,31.82,0.5060098,6.42,3
7341,7.01,6.03,7.07,4.0768,60.26,0.5253307,4.16,20
5279,7.13,6.1,7.33,24.0196,34.52,0.4994268,23.32,5
